Category,Data.Carbohydrate,Data.Fiber,Data.Kilocalories,Data.Protein,Data.Sugar Total,Data.Water,Data.Fat.Saturated Fat,Data.Fat.Total Lipid
PARSLEY,1.109765495159587,6.8490138585088856,0.32554066038147567,1.0812531943981967,0.055716390455480325,-1.502198465,-0.48337725,-0.35628371
PEPPER,1.594463731172294,5.911681824,0.20278515825333243,-0.00425202,-0.413795773,-1.453719664,-0.353190466,-0.427477945
PEPPER,1.2929556269453784,6.079921106193635,0.5710516646377624,0.09606494,0.2731224873331624,-1.533758489,-0.010039173,0.42502737935750134
PEPPER,1.734528621,5.839579535473434,0.4424506624082789,-0.056303273,-0.459118213,-1.424111806,-0.406469219,-0.496846686
ROSEMARY,1.5668193450879189,9.781180744902532,0.6470431659551843,-0.578708572,-0.459118213,-1.492762993,0.6086866877143562,0.30028534405312846
SAGE,1.4440782708732942,9.228395317309078,0.5535151643337419,-0.034536385,-0.338022313,-1.536686739,0.5573644988162407,0.14998640395468876
SAVORY,1.738951722,10.52624016451735,0.30215865997611524,-0.403627086,-0.459118213,-1.502849187,-0.010039173,-0.266226046
SPICES,1.0566882738775876,1.321157846106513,0.4366051623069387,1.1143767188157627,-0.459118213,-1.543844683,-0.217585503,-0.185295847
SPICES,1.562396243314419,8.435268316592008,0.32554066038147567,-0.17838712,-0.338022313,-1.542217877,-0.089806798,-0.17373439
TURMERIC,1.598886832945794,4.6138374334706125,0.781489668,-0.299524581,-0.231797842,-1.426063972,-0.031109867,-0.024652445
BASIL,-0.696702988,-0.072823281,-1.153370865,-0.742433421,-0.437873318,1.1995999335609555,-0.494514616,-0.586904351
DILL WEED,-0.535628365,0.047347476,-1.036460863,-0.713095443,-0.459118213,1.0008043144239365,-0.491655022,-0.55769646
MUSTARD,-0.597920381,0.33575737178484494,-0.896168861,-0.626974279,-0.398216182,0.8934351584252196,-0.463360091,-0.381840615
SALT,-0.794379818,-0.4573698,-1.287817368,-1.040545141,-0.459118213,-1.789166936,-0.500685319,-0.625848206
